run_id,git_sha,window,t_prime,t,task_id,resolver_ref,entity_class,freshness_tier,ttl_days,route,query_method,t_eff,arm_answer,gold_at_t_eff,gold_at_t,definitional_check_passed
D28_prefix_baseline,6ba168ee747f4af27bb8b14f45458373ab004d5b,D+28,2024-03-29,2024-04-27,task_0071,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-04-22,113.43,113.43,597.96,True
D28_prefix_baseline,6ba168ee747f4af27bb8b14f45458373ab004d5b,D+28,2024-03-29,2024-04-27,task_0093,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-04-22,1201.97,1201.97,1252.6000000000001,True
D28_matched_baseline,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0041,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-04-22,1901.58,1901.58,1578.38,True
D28_matched_baseline,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0053,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-04-22,1861.59,1861.59,975.98,True
D28_matched_baseline,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0071,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-04-22,113.43,113.43,597.96,True
D28_matched_baseline,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0093,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-04-22,1201.97,1201.97,1252.6000000000001,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0007,cost_centers_above_threshold,prices,2,7,staged_sql,templated,2024-03-29,15,15,13,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0008,license_reclaim_count,assignments,2,1,staged_sql,templated,2024-03-29,104,104,102,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0010,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,15,15,18,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0012,unassigned_license_count,assignments,1,1,staged_sql,templated,2024-03-29,104,104,131,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0014,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,22,22,21,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0019,cost_centers_above_threshold,prices,2,7,staged_sql,templated,2024-03-29,15,15,13,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0022,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-03-29,1064.1,1064.1000000000001,1275.73,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0023,top_spending_cost_center,prices,2,7,staged_sql,templated,2024-03-29,cc_002,cc_002,cc_014,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0036,unassigned_license_count,assignments,1,1,staged_sql,templated,2024-03-29,104,104,131,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0041,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-03-29,974.09,974.09,1578.38,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0043,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,34,34,32,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0044,top_spending_cost_center,prices,2,7,staged_sql,templated,2024-03-29,cc_002,cc_002,cc_014,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0051,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,20,20,19,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0053,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-03-29,2243.87,2243.8700000000003,975.98,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0054,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-03-29,1064.1,1064.1000000000001,1275.73,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0058,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,23,23,28,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0060,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,22,22,21,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0064,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,23,23,22,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0071,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-03-29,510.74,510.74,597.96,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0074,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,24,24,25,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0075,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,25,25,24,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0080,top_spending_cost_center,prices,2,7,staged_sql,templated,2024-03-29,cc_002,cc_002,cc_014,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0081,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,34,34,32,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0089,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,32,32,33,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0090,unassigned_license_count,assignments,1,1,staged_sql,templated,2024-03-29,104,104,131,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0093,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-03-29,2678.22,2678.22,1252.6000000000001,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0103,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,15,15,18,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0107,license_reclaim_count,assignments,2,1,staged_sql,templated,2024-03-29,104,104,131,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0109,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,17,17,19,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0116,unassigned_license_count,assignments,1,1,staged_sql,templated,2024-03-29,104,104,131,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0123,license_reclaim_count,assignments,2,1,staged_sql,templated,2024-03-29,104,104,131,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0132,cost_centers_above_threshold,prices,2,7,staged_sql,templated,2024-03-29,15,15,13,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0137,product_price,prices,1,7,staged_sql,templated,2024-03-29,480.84,480.84,365.0,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0139,cost_centers_above_threshold,prices,2,7,staged_sql,templated,2024-03-29,15,15,13,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0141,top_spending_cost_center,prices,2,7,staged_sql,templated,2024-03-29,cc_002,cc_002,cc_014,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0145,cost_centers_above_threshold,prices,2,7,staged_sql,templated,2024-03-29,15,15,13,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0149,unassigned_license_count,assignments,1,1,staged_sql,templated,2024-03-29,104,104,131,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0165,unassigned_license_count,assignments,1,1,staged_sql,templated,2024-03-29,104,104,131,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0168,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,20,20,21,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0169,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-03-29,1199.1,1199.1,484.4,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0170,active_user_count_cc,user_status,1,1,staged_sql,templated,2024-03-29,22,22,21,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0173,cost_centers_above_threshold,prices,2,7,staged_sql,templated,2024-03-29,15,15,13,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0174,top_spending_cost_center,prices,2,7,staged_sql,templated,2024-03-29,cc_002,cc_002,cc_014,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0175,cost_centers_above_threshold,prices,2,7,staged_sql,templated,2024-03-29,15,15,13,True
D28_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+28,2024-03-29,2024-04-27,task_0177,unassigned_license_count,assignments,1,1,staged_sql,templated,2024-03-29,104,104,131,True
D1_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+1,2024-04-26,2024-04-27,task_0023,top_spending_cost_center,prices,2,7,staged_sql,templated,2024-04-26,cc_003,cc_003,cc_014,True
D1_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+1,2024-04-26,2024-04-27,task_0041,spend_by_cost_center,prices,1,7,staged_sql,templated,2024-04-26,1901.58,1901.58,1578.38,True
D1_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+1,2024-04-26,2024-04-27,task_0044,top_spending_cost_center,prices,2,7,staged_sql,templated,2024-04-26,cc_003,cc_003,cc_014,True
D1_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+1,2024-04-26,2024-04-27,task_0080,top_spending_cost_center,prices,2,7,staged_sql,templated,2024-04-26,cc_003,cc_003,cc_014,True
D1_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+1,2024-04-26,2024-04-27,task_0141,top_spending_cost_center,prices,2,7,staged_sql,templated,2024-04-26,cc_003,cc_003,cc_014,True
D1_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+1,2024-04-26,2024-04-27,task_0174,top_spending_cost_center,prices,2,7,staged_sql,templated,2024-04-26,cc_003,cc_003,cc_014,True
D1_ablation,a71411139e361929d33ff73820e94aff30a679f4,D+1,2024-04-26,2024-04-27,task_0179,contract_months_remaining,contract_terms,3,30,"docs_index,docs_index","vector_search,vector_search",2024-04-26,12.0,11.9,11.8,True
